Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyHours,DaysWorked,CompanyRatiotoCareer,RoleRatioToCompany,RoleRatioToCareer,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,FieldVsDept_Life Sciences - Human Resources,FieldVsDept_Life Sciences - Research & Development,FieldVsDept_Life Sciences - Sales,FieldVsDept_Marketing - Sales,FieldVsDept_Medical - Human Resources,FieldVsDept_Medical - Research & Development,FieldVsDept_Medical - Sales,FieldVsDept_Other - Human Resources,FieldVsDept_Other - Research & Development,FieldVsDept_Other - Sales,FieldVsDept_Technical Degree - Human Resources,FieldVsDept_Technical Degree - Research & Development,FieldVsDept_Technical Degree - Sales
29,1,153,15,2,4,49,2,2,3,4193,12682,0,12,3,4,0,10,3,3,9,5,0,8,85.57142857142857,27.405228758169933,0.9,0.5555555555555556,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1,670,26,1,1,31,3,1,3,2911,15170,1,17,3,4,1,5,1,2,5,2,4,3,93.90322580645162,4.344776119402985,1.0,0.4,0.4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,1,1346,19,2,2,93,3,1,4,2661,8758,0,11,3,3,1,3,2,3,2,2,1,2,28.61290322580645,1.9769687964338785,0.6666666666666666,1.0,0.6666666666666666,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,1,103,24,3,3,50,2,1,3,2028,12947,5,14,3,2,0,6,4,3,4,2,0,3,40.56,19.689320388349515,0.6666666666666666,0.5,0.3333333333333333,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29,1,1389,21,4,2,51,4,3,1,9980,10195,1,11,3,3,1,10,1,3,10,9,8,8,195.68627450980392,7.185025197984161,1.0,0.9,0.9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,1,334,5,2,1,80,4,1,2,3298,15053,0,12,3,4,2,7,5,2,6,2,0,5,41.225,9.874251497005988,0.8571428571428571,0.3333333333333333,0.2857142857142857,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,0,1123,16,2,4,96,4,1,4,2935,7324,1,13,3,2,2,1,2,2,1,0,0,0,30.572916666666668,2.6135351736420303,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
53,1,1219,2,4,1,78,2,4,4,15427,22021,2,16,3,3,0,31,3,3,25,8,3,7,197.78205128205127,12.655455291222314,0.8064516129032258,0.32,0.2580645161290322,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,1,371,2,3,4,45,3,1,4,3944,4306,5,11,3,3,0,6,3,3,3,2,1,2,87.64444444444445,10.630727762803234,0.5,0.6666666666666666,0.3333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24,0,673,11,2,1,96,4,2,3,4011,8232,0,18,3,4,1,5,5,2,4,2,1,3,41.78125,5.959881129271917,0.8,0.5,0.4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1,1218,9,4,3,82,2,1,1,3407,6986,7,23,4,2,0,10,4,3,5,3,0,3,41.54878048780488,2.797208538587849,0.5,0.6,0.3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,1,419,7,4,1,53,3,3,2,11994,21293,0,11,3,3,0,13,4,3,12,6,2,11,226.3018867924528,28.62529832935561,0.9230769230769232,0.5,0.4615384615384615,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,1,391,15,2,3,96,3,1,4,1232,19281,1,14,3,4,0,0,6,3,0,0,0,0,12.833333333333334,3.1508951406649617,1.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,1,699,6,1,2,83,3,1,1,2960,17102,2,11,3,3,0,8,2,3,4,2,1,3,35.66265060240964,4.234620886981402,0.5,0.5,0.25,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,1,1282,5,3,3,58,3,5,3,19094,10735,4,11,3,4,1,26,3,2,14,13,4,8,329.2068965517241,14.893915756630266,0.5384615384615384,0.9285714285714286,0.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,2,1125,16,1,2,72,1,1,1,3919,4681,1,22,4,2,0,10,5,3,10,2,6,7,54.43055555555556,3.483555555555556,1.0,0.2,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42,1,691,8,4,3,48,3,2,2,6825,21173,0,11,3,4,1,10,2,3,9,7,4,2,142.1875,9.87698986975398,0.9,0.7777777777777778,0.7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,1,477,7,4,1,42,2,3,4,10248,2094,3,14,3,4,1,24,4,3,22,6,5,17,244.0,21.48427672955975,0.9166666666666666,0.2727272727272727,0.25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,1,705,2,4,2,83,3,5,1,18947,22822,3,12,3,4,0,22,2,2,2,2,2,1,228.27710843373492,26.875177304964534,0.0909090909090909,1.0,0.0909090909090909,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,1,924,2,3,3,78,3,1,4,2496,6670,4,11,3,4,0,7,3,3,1,1,0,0,32.0,2.7012987012987013,0.1428571428571428,1.0,0.1428571428571428,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,1,1459,10,4,4,41,3,2,4,6465,19121,2,13,3,4,0,9,5,4,4,2,1,3,157.6829268292683,4.431117203564085,0.4444444444444444,0.5,0.2222222222222222,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30,1,125,9,2,4,83,2,1,3,2206,16117,1,13,3,1,0,10,5,3,10,0,1,8,26.57831325301205,17.648,1.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,1,895,5,3,4,56,3,2,4,2086,3335,3,14,3,3,1,19,6,4,1,0,0,0,37.25,2.3307262569832403,0.0526315789473684,0.0,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,1,813,1,3,2,61,3,1,4,2293,3020,2,16,3,1,1,6,2,2,2,0,2,0,37.59016393442623,2.820418204182042,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
43,1,1273,2,2,4,72,4,1,3,2645,21923,1,12,3,4,2,6,3,2,5,3,1,4,36.73611111111112,2.0777690494893952,0.8333333333333334,0.6,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,1,869,3,2,1,86,2,1,3,2683,3810,1,14,3,3,0,3,2,3,3,2,0,2,31.19767441860465,3.0874568469505177,1.0,0.6666666666666666,0.6666666666666666,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,1,890,2,3,4,97,3,1,4,2014,9687,1,13,3,1,0,2,3,3,2,2,2,2,20.762886597938145,2.262921348314607,1.0,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,1,852,5,4,2,82,2,1,1,3419,13072,9,14,3,4,1,6,3,4,1,1,0,0,41.69512195121951,4.012910798122066,0.1666666666666666,1.0,0.1666666666666666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33,2,1141,1,3,3,42,4,2,1,5376,3193,2,19,3,1,2,10,3,3,5,3,1,3,128.0,4.711656441717792,0.5,0.6,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,1,464,4,2,3,75,3,1,4,1951,10910,1,12,3,3,1,1,3,3,1,0,0,0,26.01333333333333,4.204741379310345,1.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,1,1240,2,4,4,33,3,1,1,2341,19715,1,13,3,4,1,1,6,3,1,0,0,0,70.93939393939394,1.887903225806452,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,1,1357,25,3,1,48,1,1,3,2293,10558,1,12,3,3,0,1,2,2,1,0,0,1,47.770833333333336,1.6897568165070007,1.0,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,2,994,8,3,4,37,3,3,3,8726,2975,1,15,3,4,0,9,0,3,9,8,1,7,235.83783783783784,8.778672032193159,1.0,0.8888888888888888,0.8888888888888888,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30,2,721,1,2,3,58,3,2,4,4011,10781,1,23,4,4,0,12,2,3,12,8,3,7,69.15517241379311,5.563106796116505,1.0,0.6666666666666666,0.6666666666666666,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,1,1360,12,3,2,49,3,5,3,19545,16280,1,12,3,4,0,23,0,3,22,15,15,8,398.8775510204082,14.371323529411764,0.9565217391304348,0.6818181818181818,0.6521739130434783,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,0,1065,23,4,2,72,3,2,3,4568,10034,0,20,4,3,0,10,2,3,9,5,8,7,63.44444444444444,4.289201877934272,0.9,0.5555555555555556,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37,1,408,19,2,2,73,3,1,2,3022,10227,4,21,4,1,0,8,1,3,1,0,0,0,41.397260273972606,7.406862745098039,0.125,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,2,1211,5,4,1,98,3,2,4,5772,20445,4,21,4,3,0,14,4,3,9,6,0,8,58.89795918367347,4.766308835672998,0.6428571428571429,0.6666666666666666,0.4285714285714285,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,1,1229,8,1,4,36,4,1,4,2269,4892,1,19,3,4,0,1,2,3,1,0,0,1,63.02777777777778,1.8462164361269324,1.0,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,1,626,1,2,1,98,2,3,3,5381,19294,9,13,3,4,0,23,2,3,1,0,0,0,54.90816326530612,8.595846645367413,0.0434782608695652,0.0,0.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28,1,1434,5,4,3,50,3,1,3,3441,11179,1,13,3,3,0,2,3,2,2,2,2,2,68.82,2.399581589958159,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44,1,1488,1,5,2,75,3,2,1,5454,4009,5,21,4,3,1,9,2,2,4,3,1,3,72.72,3.6653225806451615,0.4444444444444444,0.75,0.3333333333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,0,1097,11,2,3,79,2,3,1,9884,8302,2,13,3,3,1,10,3,3,4,0,2,3,125.11392405063292,9.010027347310848,0.4,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
26,1,1443,23,3,3,47,2,2,4,4157,21436,7,19,3,3,1,5,2,2,2,2,0,0,88.44680851063829,2.8808038808038807,0.4,1.0,0.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
33,2,515,1,2,1,98,3,3,4,13458,15146,1,12,3,3,0,15,1,3,15,14,8,12,137.3265306122449,26.13203883495145,1.0,0.9333333333333332,0.9333333333333332,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35,2,853,18,5,2,71,3,3,1,9069,11031,1,22,4,4,1,9,3,2,9,8,1,8,127.73239436619718,10.631887456037514,1.0,0.8888888888888888,0.8888888888888888,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,1,1142,23,4,3,30,3,1,1,4014,16002,3,15,3,3,1,4,3,3,2,2,2,2,133.8,3.5148861646234675,0.5,1.0,0.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
31,1,655,7,4,4,48,3,2,4,5915,9528,3,22,4,4,1,10,3,2,7,7,1,7,123.22916666666669,9.030534351145038,0.7,1.0,0.7,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,1,1115,1,4,1,51,2,2,3,5993,2689,1,18,3,3,1,7,2,4,7,5,0,7,117.50980392156865,5.374887892376681,1.0,0.7142857142857143,0.7142857142857143,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,1,427,1,3,1,33,3,2,4,6162,10877,1,22,4,2,1,9,3,3,9,8,7,8,186.72727272727272,14.430913348946136,1.0,0.8888888888888888,0.8888888888888888,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
38,2,653,29,5,4,50,3,2,4,2406,5456,1,11,3,4,0,10,2,3,10,3,9,9,48.12,3.684532924961715,1.0,0.3,0.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,1,989,7,2,2,43,2,5,3,18740,16701,5,12,3,4,1,29,2,2,27,3,13,8,435.8139534883721,18.948432760364003,0.9310344827586208,0.1111111111111111,0.1034482758620689,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
59,1,1435,25,3,1,99,3,3,1,7637,2354,7,11,3,4,0,28,3,2,21,16,7,9,77.14141414141415,5.321951219512195,0.75,0.7619047619047619,0.5714285714285714,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,1,1223,8,3,3,59,3,3,3,10096,8202,1,13,3,2,3,17,2,3,17,14,12,8,171.11864406779662,8.255110384300899,1.0,0.8235294117647058,0.8235294117647058,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,1,836,8,3,4,33,3,4,3,14756,19730,2,14,3,3,3,21,2,3,5,0,0,2,447.1515151515151,17.650717703349283,0.238095238095238,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36,2,1195,11,3,2,95,2,2,2,6499,22656,1,13,3,3,0,6,3,3,6,5,0,3,68.41052631578947,5.438493723849373,1.0,0.8333333333333334,0.8333333333333334,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,1,1339,7,3,2,59,3,3,1,9724,18787,2,17,3,3,1,25,2,3,1,0,0,0,164.8135593220339,7.262135922330097,0.04,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,2,664,1,3,2,79,3,1,1,2194,5868,4,13,3,4,1,5,2,2,3,2,1,2,27.772151898734176,3.3042168674698797,0.6,0.6666666666666666,0.4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,1,318,9,3,4,79,2,1,3,3388,21777,0,17,3,1,1,2,0,2,1,0,0,0,42.88607594936709,10.654088050314463,0.5,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
59,2,1225,1,1,1,57,2,2,3,5473,24668,7,11,3,4,0,20,2,2,4,3,1,3,96.01754385964912,4.467755102040816,0.2,0.75,0.15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,1,1328,2,3,3,76,3,1,2,2703,4956,0,23,4,4,1,6,3,3,5,4,0,4,35.56578947368421,2.0353915662650603,0.8333333333333334,0.8,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1,1082,1,4,3,87,3,1,2,2501,18775,1,17,3,2,0,1,4,3,1,1,1,0,28.74712643678161,2.311460258780037,1.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,1,548,1,3,2,66,3,2,2,6220,7346,1,17,3,2,2,10,3,3,10,4,0,9,94.24242424242424,11.35036496350365,1.0,0.4,0.4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,1,132,6,3,2,55,4,1,4,3038,22002,3,12,3,2,0,5,3,3,1,0,0,0,55.23636363636364,23.01515151515152,0.2,0.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,1,746,8,4,3,61,3,2,4,4424,20682,1,23,4,4,0,11,2,3,11,7,1,8,72.52459016393442,5.93029490616622,1.0,0.6363636363636364,0.6363636363636364,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,1,776,1,4,3,32,2,2,1,4312,23016,0,14,3,2,0,16,2,3,15,13,2,8,134.75,5.556701030927835,0.9375,0.8666666666666667,0.8125,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,1,193,6,4,4,52,3,3,1,13245,15067,4,14,3,2,0,17,3,4,0,0,0,0,254.71153846153845,68.62694300518135,0.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37,1,397,7,4,1,30,3,3,3,13664,25258,4,13,3,1,0,16,3,4,5,2,0,2,455.4666666666666,34.41813602015113,0.3125,0.4,0.125,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46,1,945,5,2,2,80,3,2,2,5021,10425,8,22,4,4,1,16,2,3,4,2,0,2,62.7625,5.313227513227513,0.25,0.5,0.125,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30,1,852,1,1,4,55,2,2,4,5126,15998,1,12,3,3,2,10,1,2,10,8,3,0,93.2,6.016431924882629,1.0,0.8,0.8,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35,1,1214,1,3,2,30,2,1,3,2859,26278,1,18,3,1,0,6,3,3,6,4,0,4,95.3,2.3550247116968697,1.0,0.6666666666666666,0.6666666666666666,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,1,111,1,2,1,70,3,3,4,10239,18092,3,14,3,4,1,24,4,3,1,0,1,0,146.27142857142857,92.24324324324324,0.0416666666666666,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,0,573,6,3,2,79,1,2,4,5329,15717,7,12,3,4,3,17,3,3,13,11,1,9,67.45569620253164,9.300174520069808,0.7647058823529411,0.8461538461538461,0.6470588235294118,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34,1,1153,1,2,1,94,3,2,2,4325,17736,1,15,3,3,0,5,2,3,5,2,1,3,46.01063829787234,3.751084128360798,1.0,0.4,0.4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
